     ms    dt_ms    fps   upd_ms   netlag    nobj   drw_o   drw_g      drw_t
 5317094  0.13214  07386  0.00726  0.00000  000061  000061  000061  000000434
 5318094  0.14869  07085  0.00615  0.00000  000061  000061  000061  000000434
 5319094  0.15693  07186  0.00852  0.00000  000061  000061  000061  000000434
 5320094  0.11705  08362  0.00705  0.00000  000061  000061  000061  000000434
 5321094  0.12425  08800  0.00475  0.00000  000061  000061  000061  000000434
 5322094  0.10735  08107  0.00517  0.00000  000061  000061  000061  000000434
 5323094  0.12746  08554  0.00524  0.00000  000061  000061  000061  000000434
 5324094  0.16203  07249  0.00678  0.00000  000061  000061  000061  000000434
 5325094  0.10595  08140  0.00426  0.00000  000061  000061  000061  000000434
 5326094  0.12069  08210  0.00754  0.00000  000061  000061  000061  000000434
 5327094  0.16175  08034  0.00810  0.00000  000061  000061  000061  000000434
 5328094  0.12111  06959  0.00712  0.00000  000061  000061  000061  000000434
 5329094  0.11685  07527  0.00517  0.00000  000061  000061  000061  000000434
 5330094  0.10979  07943  0.00468  0.00000  000061  000061  000061  000000434
 5331094  0.12662  08223  0.00377  0.00000  000061  000061  000061  000000434
 5332094  0.11391  08517  0.00566  0.00000  000061  000061  000061  000000434
 5333094  0.10455  08708  0.00433  0.00000  000061  000061  000061  000000434
 5334094  0.20673  08517  0.00615  0.00000  000061  000061  000061  000000434
 5335094  0.12788  07883  0.00482  0.00000  000061  000061  000061  000000434
 5336094  0.10623  08067  0.00426  0.00000  000061  000061  000061  000000434
 5337094  0.11496  08676  0.00489  0.00000  000061  000061  000061  000000434
 5338094  0.12872  08631  0.00754  0.00000  000061  000061  000061  000000434
 5339094  0.12530  08458  0.00384  0.00000  000061  000061  000061  000000434
 5340094  0.20792  08223  0.00482  0.00000  000061  000061  000061  000000434
 5341094  0.11147  07737  0.00517  0.00000  000061  000061  000061  000000434
 5342094  0.11594  08353  0.00517  0.00000  000061  000061  000061  000000434
 5343094  0.16462  07706  0.00726  0.00000  000061  000061  000061  000000434
 5344094  0.11587  07050  0.00622  0.00000  000061  000061  000061  000000434
 5345094  0.13249  07091  0.00768  0.00000  000061  000061  000061  000000434
 5346094  0.13661  07028  0.00698  0.00000  000061  000061  000061  000000434
 5347094  0.11286  07426  0.00475  0.00000  000061  000061  000061  000000434
 5348094  0.12990  07984  0.00719  0.00000  000061  000061  000061  000000434
 5349094  0.13389  07941  0.00475  0.00000  000061  000061  000061  000000434
 5350094  0.11873  07688  0.00482  0.00000  000061  000061  000061  000000434
 5351094  0.20603  07443  0.00719  0.00000  000061  000061  000061  000000434
 5352094  0.11328  07577  0.00524  0.00000  000061  000061  000061  000000434
 5353094  0.10658  08813  0.00510  0.00000  000061  000061  000061  000000434
 5354094  0.16706  07783  0.01048  0.00000  000061  000061  000061  000000434
 5355094  0.11608  08566  0.00475  0.00000  000061  000061  000061  000000434
 5356094  0.11279  08270  0.00615  0.00000  000061  000061  000061  000000434
 5357094  0.11412  07650  0.00671  0.00000  000061  000061  000061  000000434
 5358095  0.10888  08474  0.00517  0.00000  000061  000061  000061  000000434
 5359094  0.12669  08325  0.00775  0.00000  000061  000061  000061  000000434
 5360094  0.11049  07646  0.00517  0.00000  000061  000061  000061  000000434
 5361094  0.13081  07871  0.00531  0.00000  000061  000061  000061  000000434
 5362094  0.11580  08031  0.00650  0.00000  000061  000061  000061  000000434
 5363094  0.10965  08045  0.00517  0.00000  000061  000061  000061  000000434
 5364094  0.12746  08111  0.00531  0.00000  000061  000061  000061  000000434
 5365094  0.12935  07934  0.00475  0.00000  000061  000061  000061  000000434
 5366094  0.12166  07742  0.00677  0.00000  000061  000061  000061  000000434
 5367094  0.12111  07404  0.00587  0.00000  000061  000061  000061  000000434
 5368094  0.13207  07771  0.00475  0.00000  000061  000061  000061  000000434
 5369094  0.13291  07673  0.00524  0.00000  000061  000061  000061  000000434
 5370094  0.11140  08369  0.00517  0.00000  000061  000061  000061  000000434
 5371094  0.11014  08139  0.00524  0.00000  000061  000061  000061  000000434
 5372094  0.13298  08170  0.00636  0.00000  000061  000061  000061  000000434
 5373094  0.12117  08008  0.00433  0.00000  000061  000061  000061  000000434
 5374094  0.12264  08128  0.00615  0.00000  000061  000061  000061  000000434
 5375094  0.17125  08274  0.00810  0.00000  000061  000061  000061  000000434
 5376094  0.11224  08266  0.00482  0.00000  000061  000061  000061  000000434
 5377094  0.12767  08131  0.00510  0.00000  000061  000061  000061  000000434
 5378094  0.11224  08560  0.00419  0.00000  000061  000061  000061  000000434
 5379094  0.12369  08389  0.00524  0.00000  000061  000061  000061  000000434
 5380094  0.10902  08255  0.00384  0.00000  000061  000061  000061  000000434
 5381094  0.12991  08136  0.00524  0.00000  000061  000061  000061  000000434
 5382094  0.14059  07930  0.00580  0.00000  000061  000061  000061  000000434
 5383094  0.10888  08251  0.00482  0.00000  000061  000061  000061  000000434
 5384094  0.13326  08597  0.00468  0.00000  000061  000061  000061  000000434
 5385094  0.12495  07985  0.00489  0.00000  000061  000061  000061  000000434
 5386094  0.15281  07734  0.01083  0.00000  000061  000061  000061  000000434
 5387094  0.22859  07542  0.00817  0.00000  000061  000061  000061  000000434
 5388094  0.10553  08591  0.00587  0.00000  000061  000061  000061  000000434
 5389094  0.12180  08484  0.00482  0.00000  000061  000061  000061  000000434
 5390094  0.11224  08030  0.00433  0.00000  000061  000061  000061  000000434
 5391094  0.13528  07820  0.00754  0.00000  000061  000061  000061  000000434
 5392094  0.11782  07437  0.00726  0.00000  000061  000061  000061  000000434
 5393094  0.12159  07846  0.00475  0.00000  000061  000061  000061  000000434
 5394094  0.12564  07871  0.00433  0.00000  000061  000061  000061  000000434
 5395094  0.10804  07903  0.00517  0.00000  000061  000061  000061  000000434
 5396094  0.16224  08194  0.00803  0.00000  000061  000061  000061  000000434
 5397094  0.10742  08195  0.00440  0.00000  000061  000061  000061  000000434
 5398094  0.15121  08436  0.00615  0.00000  000061  000061  000061  000000434
 5399094  0.11503  08655  0.00531  0.00000  000061  000061  000061  000000434
 5400094  1.34291  08593  0.00433  0.00000  000061  000061  000061  000000434
 5401094  0.16769  07057  0.00517  0.00000  000061  000061  000061  000000434
 5402094  0.14457  07952  0.00475  0.00000  000061  000061  000061  000000434
 5403094  0.12872  08186  0.00615  0.00000  000061  000061  000061  000000434
 5404094  0.10714  08110  0.00468  0.00000  000061  000061  000061  000000434
 5405094  0.13340  07961  0.00671  0.00000  000061  000061  000061  000000434
 5406094  0.14059  07410  0.00531  0.00000  000061  000061  000061  000000434
 5407094  0.11007  07770  0.00426  0.00000  000061  000061  000061  000000434
 5408094  0.12306  07813  0.00482  0.00000  000061  000061  000061  000000434
 5409094  0.11685  07881  0.00531  0.00000  000061  000061  000061  000000434
 5410094  0.11866  08394  0.00524  0.00000  000061  000061  000061  000000434
 5411094  0.11244  08371  0.00517  0.00000  000061  000061  000061  000000434
 5412094  0.10588  08399  0.00419  0.00000  000061  000061  000061  000000434
 5413094  0.11517  08620  0.00573  0.00000  000061  000061  000061  000000434
 5414094  0.16189  08352  0.00566  0.00000  000061  000061  000061  000000434
 5415094  0.10358  08542  0.00440  0.00000  000061  000061  000061  000000434
 5416094  0.11349  08650  0.00426  0.00000  000061  000061  000061  000000434
 5417094  0.10602  08442  0.00531  0.00000  000061  000061  000061  000000434
 5418094  0.11279  08432  0.00433  0.00000  000061  000061  000061  000000434
 5419094  0.12627  07864  0.00524  0.00000  000061  000061  000061  000000434
 5420094  0.11594  07743  0.00524  0.00000  000061  000061  000061  000000434
 5421094  0.14904  08101  0.00803  0.00000  000061  000061  000061  000000434
 5422095  0.11650  08095  0.00663  0.00000  000061  000061  000061  000000434
 5423094  0.13535  07563  0.00712  0.00000  000061  000061  000061  000000434
 5424094  0.14590  07484  0.00671  0.00000  000061  000061  000061  000000434
 5425094  0.11880  07672  0.00810  0.00000  000061  000061  000061  000000434
 5426094  0.12257  07349  0.00761  0.00000  000061  000061  000061  000000434
 5427094  0.24130  07319  0.00754  0.00000  000061  000061  000061  000000434
 5428094  0.15002  07313  0.00573  0.00000  000061  000061  000061  000000434
 5429094  0.10413  07756  0.00524  0.00000  000061  000061  000061  000000434
 5430094  0.29166  07921  0.00580  0.00000  000061  000061  000061  000000434
 5431094  0.11321  07752  0.00517  0.00000  000061  000061  000061  000000434
 5432094  0.11377  08534  0.00419  0.00000  000061  000061  000061  000000434
 5433094  0.12110  08241  0.00468  0.00000  000061  000061  000061  000000434
 5434094  0.12816  07555  0.00754  0.00000  000061  000061  000061  000000434
 5435094  0.11035  08038  0.00468  0.00000  000061  000061  000061  000000434
 5436094  0.12439  07713  0.00573  0.00000  000061  000061  000061  000000434
 5437094  0.11915  07858  0.00426  0.00000  000061  000061  000061  000000434
 5438094  0.14317  07713  0.00622  0.00000  000061  000061  000061  000000434
 5439094  0.27664  07626  0.00482  0.00000  000061  000061  000061  000000434
 5440094  0.17076  08059  0.00475  0.00000  000061  000061  000061  000000434
 5441094  0.15302  08122  0.00580  0.00000  000061  000061  000061  000000434
 5442094  0.11768  08023  0.00482  0.00000  000061  000061  000061  000000434
 5443094  0.12683  07844  0.00671  0.00000  000061  000061  000061  000000434
 5444094  0.11929  07345  0.00678  0.00000  000061  000061  000061  000000434
 5445094  0.14324  07730  0.00754  0.00000  000061  000061  000061  000000434
 5446094  0.28838  08353  0.00671  0.00000  000061  000061  000061  000000434
 5447094  0.11021  07524  0.00433  0.00000  000061  000061  000061  000000434
 5448094  0.12055  08081  0.00433  0.00000  000061  000061  000061  000000434
 5449094  0.15121  07463  0.00852  0.00000  000061  000061  000061  000000434
 5450094  0.11831  07732  0.00580  0.00000  000061  000061  000061  000000434
 5451094  0.13891  08041  0.00580  0.00000  000061  000061  000061  000000434
 5452094  0.12732  07306  0.00677  0.00000  000061  000061  000061  000000434
 5453094  0.13046  07933  0.00468  0.00000  000061  000061  000061  000000434
 5454094  0.10735  08679  0.00524  0.00000  000061  000061  000061  000000434
 5455094  0.12096  08067  0.00663  0.00000  000061  000061  000061  000000434
 5456094  0.13724  07331  0.00852  0.00000  000061  000061  000061  000000434
 5457094  0.11398  07707  0.00580  0.00000  000061  000061  000061  000000434
 5458094  0.16238  07838  0.00803  0.00000  000061  000061  000061  000000434
 5459094  0.12970  07861  0.00726  0.00000  000061  000061  000061  000000434
 5460094  0.14373  07792  0.00845  0.00000  000061  000061  000061  000000434
 5461094  0.10560  07671  0.00433  0.00000  000061  000061  000061  000000434
 5462094  0.27441  08174  0.00384  0.00000  000061  000061  000061  000000434
 5463094  0.57018  07806  0.00622  0.00000  000061  000061  000061  000000434
 5464094  0.23851  07848  0.00468  0.00000  000061  000061  000061  000000434
 5465094  0.15400  08779  0.00566  0.00000  000061  000061  000061  000000434
 5466094  0.14792  08097  0.00440  0.00000  000061  000061  000061  000000434
 5467094  0.16496  08569  0.00663  0.00000  000061  000061  000061  000000434
 5468094  0.11929  08162  0.00377  0.00000  000061  000061  000061  000000434
 5469094  0.11915  08568  0.00475  0.00000  000061  000061  000061  000000434
 5470094  0.12760  08500  0.01467  0.00000  000061  000061  000061  000000434
 5471094  0.16671  07878  0.00719  0.00000  000061  000061  000061  000000434
 5472094  0.14080  07683  0.00629  0.00000  000061  000061  000061  000000434
 5473094  0.13291  07353  0.00761  0.00000  000061  000061  000061  000000434
 5474094  0.15058  07091  0.00894  0.00000  000061  000061  000061  000000434
 5475094  0.13123  07859  0.00531  0.00000  000061  000061  000061  000000434
 5476094  0.11922  08521  0.00433  0.00000  000061  000061  000061  000000434
 5477094  0.13312  08415  0.01816  0.00000  000061  000061  000061  000000434
 5478094  0.12599  08417  0.00482  0.00000  000061  000061  000061  000000434
 5479094  0.12257  07470  0.00559  0.00000  000061  000061  000061  000000434
 5480094  0.14716  08536  0.01669  0.00000  000061  000061  000061  000000434
 5481094  0.12502  08431  0.00517  0.00000  000061  000061  000061  000000434
 5482094  0.10742  07982  0.00426  0.00000  000061  000061  000061  000000434
 5483094  0.13025  07745  0.00671  0.00000  000061  000061  000061  000000434
 5484094  0.12089  07873  0.00426  0.00000  000061  000061  000061  000000434
 5485094  0.16273  07773  0.00992  0.00000  000061  000061  000061  000000434
 5486094  0.19653  07885  0.00719  0.00000  000061  000061  000061  000000434
 5487094  0.11335  08114  0.00419  0.00000  000061  000061  000061  000000434
 5488094  0.12467  08917  0.00419  0.00000  000061  000061  000061  000000434
 5489094  0.16029  08045  0.00629  0.00000  000061  000061  000061  000000434
 5490094  0.18543  07151  0.01096  0.00000  000061  000061  000061  000000434
 5491094  0.11894  08392  0.00657  0.00000  000061  000061  000061  000000434
 5492094  0.17551  08307  0.00768  0.00000  000061  000061  000061  000000434
 5493094  0.13340  07185  0.00559  0.00000  000061  000061  000061  000000434
 5494094  0.10406  08158  0.00433  0.00000  000061  000061  000061  000000434
 5495094  0.13542  07332  0.00705  0.00000  000061  000061  000061  000000434
 5496094  0.15686  07741  0.01062  0.00000  000061  000061  000061  000000434
 5497094  0.15644  08314  0.00335  0.00000  000061  000061  000061  000000434
 5498094  0.15414  08487  0.00712  0.00000  000061  000061  000061  000000434
 5499094  0.11873  08415  0.00468  0.00000  000061  000061  000061  000000434
 5500094  0.12348  07716  0.00622  0.00000  000061  000061  000061  000000434
 5501094  0.10672  08034  0.00384  0.00000  000061  000061  000061  000000434
 5502094  0.10770  08383  0.00475  0.00000  000061  000061  000061  000000434
 5503094  0.13298  08160  0.00803  0.00000  000061  000061  000061  000000434
 5504094  0.11677  08294  0.00426  0.00000  000061  000061  000061  000000434
 5505094  0.10469  08394  0.00573  0.00000  000061  000061  000061  000000434
 5506094  0.10679  08122  0.00517  0.00000  000061  000061  000061  000000434
 5507094  0.10358  08619  0.00573  0.00000  000061  000061  000061  000000434
 5508094  0.15665  08370  0.00615  0.00000  000061  000061  000061  000000434
 5509094  0.12495  07900  0.00656  0.00000  000061  000061  000061  000000434
 5510094  0.12935  07904  0.00726  0.00000  000061  000061  000061  000000434
 5511094  0.15805  07533  0.00999  0.00000  000061  000061  000061  000000434
 5512094  0.19032  07793  0.00845  0.00000  000061  000061  000061  000000434
 5513094  0.13989  07050  0.00754  0.00000  000061  000061  000061  000000434
 5514094  0.11922  07696  0.00726  0.00000  000061  000061  000061  000000434
 5515094  0.12110  07567  0.00663  0.00000  000061  000061  000061  000000434
 5516094  0.14667  07756  0.00754  0.00000  000061  000061  000061  000000434
 5517094  0.11056  08295  0.00517  0.00000  000061  000061  000061  000000434
 5518094  0.11251  08822  0.00531  0.00000  000061  000061  000061  000000434
 5519094  0.11992  08517  0.00426  0.00000  000061  000061  000061  000000434
 5520094  0.13458  08482  0.00482  0.00000  000061  000061  000061  000000434
 5521094  0.11342  08630  0.00433  0.00000  000061  000061  000061  000000434
 5522094  0.11154  08297  0.00566  0.00000  000061  000061  000061  000000434
 5523094  0.11643  08596  0.00636  0.00000  000061  000061  000061  000000434
 5524094  0.12830  07445  0.00671  0.00000  000061  000061  000061  000000434
 5525094  0.10930  07842  0.00580  0.00000  000061  000061  000061  000000434
 5526094  0.15463  08198  0.00726  0.00000  000061  000061  000061  000000434
 5527094  0.12306  08208  0.00419  0.00000  000061  000061  000061  000000434
 5528094  0.10693  08116  0.00433  0.00000  000061  000061  000061  000000434
 5529094  0.11677  08228  0.00531  0.00000  000061  000061  000061  000000434
 5530094  0.13172  07631  0.00629  0.00000  000061  000061  000061  000000434
 5531094  0.11217  07951  0.00524  0.00000  000061  000061  000061  000000434
 5532094  0.11922  08317  0.00475  0.00000  000061  000061  000061  000000434
 5533094  0.12865  07878  0.00587  0.00000  000061  000061  000061  000000434
 5534094  0.13556  07786  0.00719  0.00000  000061  000061  000061  000000434
 5535094  0.11943  07751  0.00517  0.00000  000061  000061  000061  000000434
 5536094  0.16105  07482  0.00622  0.00000  000061  000061  000061  000000434
 5537094  0.10804  07891  0.00517  0.00000  000061  000061  000061  000000434
 5538094  0.10769  08699  0.00426  0.00000  000061  000061  000061  000000434
 5539094  0.11978  08340  0.00426  0.00000  000061  000061  000061  000000434
 5540094  0.11342  08247  0.00531  0.00000  000061  000061  000061  000000434
 5541094  0.11377  08337  0.00531  0.00000  000061  000061  000061  000000434
 5542094  0.15456  08156  0.00754  0.00000  000061  000061  000061  000000434
 5543094  0.10811  08160  0.00475  0.00000  000061  000061  000061  000000434
 5544094  0.11789  08453  0.00419  0.00000  000061  000061  000061  000000434
 5545094  0.10651  08213  0.00573  0.00000  000061  000061  000061  000000434
 5546094  0.12753  08187  0.00524  0.00000  000061  000061  000061  000000434
 5547094  0.13277  07741  0.00719  0.00000  000061  000061  000061  000000434
 5548094  0.11712  07537  0.00663  0.00000  000061  000061  000061  000000434
 5549094  0.16126  07583  0.00810  0.00000  000061  000061  000061  000000434
 5550094  0.17670  07525  0.00754  0.00000  000061  000061  000061  000000434
 5551094  0.10497  07890  0.00419  0.00000  000061  000061  000061  000000434
 5552094  0.15645  07897  0.00999  0.00000  000061  000061  000061  000000434
 5553094  0.13172  07398  0.00608  0.00000  000061  000061  000061  000000434
 5554094  0.12606  07838  0.00426  0.00000  000061  000061  000061  000000434
 5555094  0.13605  07583  0.00726  0.00000  000061  000061  000061  000000434
 5556094  0.10344  08418  0.00482  0.00000  000061  000061  000061  000000434
 5557094  0.12446  07794  0.00531  0.00000  000061  000061  000061  000000434
 5558094  0.11419  07840  0.00419  0.00000  000061  000061  000061  000000434
 5559094  0.11258  08071  0.00426  0.00000  000061  000061  000061  000000434
 5560094  0.21455  08034  0.00908  0.00000  000061  000061  000061  000000434
 5561094  0.12537  07844  0.00656  0.00000  000061  000061  000061  000000434
 5562094  0.16071  07757  0.00726  0.00000  000061  000061  000061  000000434
 5563094  0.13319  07422  0.00663  0.00000  000061  000061  000061  000000434
 5564094  0.12585  07406  0.00629  0.00000  000061  000061  000061  000000434
 5565094  0.12159  07969  0.00768  0.00000  000061  000061  000061  000000434
 5566094  0.18501  07748  0.00712  0.00000  000061  000061  000061  000000434
 5567094  0.11915  07608  0.00531  0.00000  000061  000061  000061  000000434
 5568094  0.13151  07379  0.00754  0.00000  000061  000061  000061  000000434
 5569094  0.14478  07372  0.00663  0.00000  000061  000061  000061  000000434
 5570094  0.15428  07262  0.00698  0.00000  000061  000061  000061  000000434
 5571094  0.12306  07487  0.00531  0.00000  000061  000061  000061  000000434
 5572094  0.12201  08275  0.00524  0.00000  000061  000061  000061  000000434
 5573094  0.13493  08073  0.00796  0.00000  000061  000061  000061  000000434
 5574094  0.11943  08243  0.00677  0.00000  000061  000061  000061  000000434
 5575094  0.14639  07065  0.00845  0.00000  000061  000061  000061  000000434
 5576094  0.11223  08409  0.00524  0.00000  000061  000061  000061  000000434
 5577094  0.11992  08632  0.00608  0.00000  000061  000061  000061  000000434
 5578094  0.11824  08452  0.00580  0.00000  000061  000061  000061  000000434
 5579094  0.11293  08546  0.00517  0.00000  000061  000061  000061  000000434
 5580094  0.14457  08566  0.00768  0.00000  000061  000061  000061  000000434
 5581094  0.14241  08154  0.00768  0.00000  000061  000061  000061  000000434
 5582094  0.12376  07579  0.00342  0.00000  000061  000061  000061  000000434
 5583094  0.11545  08449  0.00475  0.00000  000061  000061  000061  000000434
 5584094  0.11182  08462  0.00663  0.00000  000061  000061  000061  000000434
 5585094  0.11657  08509  0.00636  0.00000  000061  000061  000061  000000434
 5586094  0.12690  08199  0.00566  0.00000  000061  000061  000061  000000434
 5587094  0.10784  07868  0.00482  0.00000  000061  000061  000061  000000434
 5588094  0.11070  08067  0.00482  0.00000  000061  000061  000061  000000434
 5589094  0.16867  07395  0.00761  0.00000  000061  000061  000061  000000434
 5590094  0.12111  07045  0.00705  0.00000  000061  000061  000061  000000434
 5591094  0.12271  07697  0.00705  0.00000  000061  000061  000061  000000434
 5592094  0.16978  07600  0.00580  0.00000  000061  000061  000061  000000434
 5593094  0.12886  07992  0.00726  0.00000  000061  000061  000061  000000434
 5594094  0.11726  08048  0.00461  0.00000  000061  000061  000061  000000434
 5595094  0.10623  08478  0.00475  0.00000  000061  000061  000061  000000434
 5596094  0.11677  08327  0.00754  0.00000  000061  000061  000061  000000434
 5597094  0.18110  07312  0.00482  0.00000  000061  000061  000061  000000434
 5598094  0.10246  07488  0.00426  0.00000  000061  000061  000061  000000434
 5599094  0.10581  08018  0.00419  0.00000  000061  000061  000061  000000434
 5600094  0.12669  08257  0.00712  0.00000  000061  000061  000061  000000434
 5601094  0.12767  07021  0.00524  0.00000  000061  000061  000061  000000434
 5602094  0.14967  07827  0.00761  0.00000  000061  000061  000061  000000434
 5603094  0.12823  07536  0.00615  0.00000  000061  000061  000061  000000434
 5604094  0.10525  07405  0.00482  0.00000  000061  000061  000061  000000434
 5605094  0.12201  08247  0.00531  0.00000  000061  000061  000061  000000434
 5606095  0.11866  08221  0.00468  0.00000  000061  000061  000061  000000434
 5607094  0.12083  08053  0.00656  0.00000  000061  000061  000061  000000434
 5608094  0.10553  08494  0.00482  0.00000  000061  000061  000061  000000434
 5609094  0.12159  08407  0.00517  0.00000  000061  000061  000061  000000434
 5610094  0.13417  08123  0.00712  0.00000  000061  000061  000061  000000434
 5611094  0.10225  07976  0.00524  0.00000  000061  000061  000061  000000434
 5612094  0.15980  07744  0.00719  0.00000  000061  000061  000061  000000434
 5613094  0.13382  07063  0.00712  0.00000  000061  000061  000061  000000434
 5614094  0.13808  07071  0.00754  0.00000  000061  000061  000061  000000434
 5615094  0.14450  07185  0.00761  0.00000  000061  000061  000061  000000434
 5616094  0.12858  07113  0.00796  0.00000  000061  000061  000061  000000434
 5617094  0.14227  07120  0.00580  0.00000  000061  000061  000061  000000434
 5618094  0.11517  08311  0.00580  0.00000  000061  000061  000061  000000434
 5619094  0.12844  08464  0.00622  0.00000  000061  000061  000061  000000434
 5620094  0.12041  08415  0.00524  0.00000  000061  000061  000061  000000434
 5621094  0.11000  08099  0.00482  0.00000  000061  000061  000061  000000434
 5622094  0.11349  07816  0.00475  0.00000  000061  000061  000061  000000434
 5623094  0.12648  07730  0.00426  0.00000  000061  000061  000061  000000434
 5624094  0.11028  08408  0.00489  0.00000  000061  000061  000061  000000434
 5625094  0.11391  07650  0.00517  0.00000  000061  000061  000061  000000434
 5626094  0.10965  07965  0.00468  0.00000  000061  000061  000061  000000434
 5627094  0.11175  08393  0.00524  0.00000  000061  000061  000061  000000434
 5628094  0.12599  07893  0.00489  0.00000  000061  000061  000061  000000434
 5629094  0.12725  07915  0.00531  0.00000  000061  000061  000061  000000434
 5630095  0.15987  07675  0.00656  0.00000  000061  000061  000061  000000434
 5631094  0.13849  07519  0.00531  0.00000  000061  000061  000061  000000434
 5632094  0.11077  07745  0.00433  0.00000  000061  000061  000061  000000434
 5633094  0.12390  08092  0.00475  0.00000  000061  000061  000061  000000434
 5634094  0.16874  07473  0.01048  0.00000  000061  000061  000061  000000434
 5635094  0.10721  07414  0.00286  0.00000  000061  000061  000061  000000434
 5636094  0.10728  08527  0.00531  0.00000  000061  000061  000061  000000434
 5637094  0.11440  08351  0.00377  0.00000  000061  000061  000061  000000434
 5638094  0.11440  07934  0.00705  0.00000  000061  000061  000061  000000434
 5639094  0.11503  08307  0.00524  0.00000  000061  000061  000061  000000434
 5640094  0.19926  07733  0.01460  0.00000  000061  000061  000061  000000434
 5641094  0.16895  07382  0.00719  0.00000  000061  000061  000061  000000434
 5642094  0.10497  08222  0.00531  0.00000  000061  000061  000061  000000434
 5643094  0.12557  08726  0.00433  0.00000  000061  000061  000061  000000434
 5644094  0.10930  07907  0.00482  0.00000  000061  000061  000061  000000434
 5645094  0.11482  07944  0.00475  0.00000  000061  000061  000061  000000434
 5646094  0.11740  07960  0.00524  0.00000  000061  000061  000061  000000434
 5647094  0.12544  07905  0.00615  0.00000  000061  000061  000061  000000434
 5648094  0.10602  08420  0.00433  0.00000  000061  000061  000061  000000434
 5649094  0.11077  08592  0.00531  0.00000  000061  000061  000061  000000434
 5650094  0.12376  08786  0.00622  0.00000  000061  000061  000061  000000434
 5651094  0.19276  08556  0.01613  0.00000  000061  000061  000061  000000434
 5652094  0.11936  08532  0.00573  0.00000  000061  000061  000061  000000434
 5653094  0.12362  07412  0.00726  0.00000  000061  000061  000061  000000434
 5654094  0.12166  06990  0.00768  0.00000  000061  000061  000061  000000434
 5655094  0.11531  08118  0.00559  0.00000  000061  000061  000061  000000434
 5656094  0.11915  08324  0.00426  0.00000  000061  000061  000061  000000434
 5657094  0.11859  07543  0.00531  0.00000  000061  000061  000061  000000434
 5658094  0.12948  07972  0.00524  0.00000  000061  000061  000061  000000434
 5659094  0.11398  08698  0.00559  0.00000  000061  000061  000061  000000434
 5660094  0.13654  08280  0.00719  0.00000  000061  000061  000061  000000434
 5661094  0.13053  06939  0.00677  0.00000  000061  000061  000061  000000434
 5662094  0.10958  08007  0.00475  0.00000  000061  000061  000061  000000434
 5663094  0.11196  08860  0.00524  0.00000  000061  000061  000061  000000434
 5664094  0.11922  08520  0.00566  0.00000  000061  000061  000061  000000434
 5665094  0.13018  08126  0.00678  0.00000  000061  000061  000061  000000434
 5666094  0.17342  07510  0.00482  0.00000  000061  000061  000061  000000434
 5667094  0.22775  07655  0.00433  0.00000  000061  000061  000061  000000434
 5668094  0.10770  07853  0.00426  0.00000  000061  000061  000061  000000434
 5669094  0.10825  08118  0.00475  0.00000  000061  000061  000061  000000434
 5670094  0.19395  08053  0.00845  0.00000  000061  000061  000061  000000434
 5671094  0.13396  07633  0.00775  0.00000  000061  000061  000061  000000434
 5672094  0.16636  07853  0.00719  0.00000  000061  000061  000061  000000434
 5673094  0.11824  07514  0.00433  0.00000  000061  000061  000061  000000434
 5674094  0.10714  08296  0.00468  0.00000  000061  000061  000061  000000434
 5675094  0.11608  07954  0.00761  0.00000  000061  000061  000061  000000434
 5676094  0.11971  07295  0.00754  0.00000  000061  000061  000061  000000434
 5677094  0.10965  07737  0.00489  0.00000  000061  000061  000061  000000434
 5678094  0.12753  07966  0.00524  0.00000  000061  000061  000061  000000434
 5679094  0.10888  07683  0.00580  0.00000  000061  000061  000061  000000434
 5680094  0.12159  07522  0.00566  0.00000  000061  000061  000061  000000434
 5681094  0.14429  07800  0.00559  0.00000  000061  000061  000061  000000434
 5682094  0.11964  07407  0.00370  0.00000  000061  000061  000061  000000434
 5683094  0.11251  07973  0.00468  0.00000  000061  000061  000061  000000434
 5684094  0.12983  06967  0.00803  0.00000  000061  000061  000061  000000434
 5685094  0.11419  07550  0.00663  0.00000  000061  000061  000061  000000434
 5686094  0.14206  07587  0.00754  0.00000  000061  000061  000061  000000434
 5687094  0.11831  07538  0.00726  0.00000  000061  000061  000061  000000434
 5688094  0.10623  08262  0.00517  0.00000  000061  000061  000061  000000434
 5689094  0.14911  08275  0.00803  0.00000  000061  000061  000061  000000434
 5690094  0.14262  07141  0.00615  0.00000  000061  000061  000061  000000434
 5691094  0.13745  07778  0.00440  0.00000  000061  000061  000061  000000434
 5692094  0.11824  08312  0.00747  0.00000  000061  000061  000061  000000434
 5693094  0.13675  07307  0.00531  0.00000  000061  000061  000061  000000434
 5694094  0.11000  08460  0.00335  0.00000  000061  000061  000061  000000434
 5695094  0.12823  07940  0.00482  0.00000  000061  000061  000061  000000434
 5696094  0.13165  07496  0.00775  0.00000  000061  000061  000061  000000434
 5697094  0.13849  07812  0.00580  0.00000  000061  000061  000061  000000434
 5698094  0.11929  08254  0.00468  0.00000  000061  000061  000061  000000434
 5699094  0.10532  08545  0.00475  0.00000  000061  000061  000061  000000434
 5700094  0.14352  08181  0.00901  0.00000  000061  000061  000061  000000434
 5701094  0.11140  07784  0.00566  0.00000  000061  000061  000061  000000434
 5702094  0.15107  07826  0.01132  0.00000  000061  000061  000061  000000434
 5703094  0.12299  07193  0.00810  0.00000  000061  000061  000061  000000434
