     ms    dt_ms    fps   upd_ms   netlag    nobj   drw_o   drw_g      drw_t
 001094  0.28328  03498  0.00335  0.00000  000011  000011  000011  000000604
 002094  0.10818  03988  0.00321  0.00000  000011  000011  000011  000000604
 003094  0.19109  07979  0.00279  0.00000  000011  000011  000011  000000604
 004094  0.11112  07995  0.00321  0.00000  000011  000011  000011  000000604
 005094  0.11636  08062  0.00384  0.00000  000011  000011  000011  000000604
 006094  0.11594  08081  0.00237  0.00000  000011  000011  000011  000000604
 007094  0.12788  08046  0.00321  0.00000  000011  000011  000011  000000604
 008094  0.11629  08015  0.00426  0.00000  000011  000011  000011  000000604
 009094  0.11028  08026  0.00433  0.00000  000011  000011  000011  000000604
 010094  0.11028  08037  0.00342  0.00000  000011  000011  000011  000000604
 011094  0.16294  07459  0.03003  0.00000  000086  000086  000086  000001062
 012094  0.11866  07311  0.00531  0.00000  000042  000042  000042  000000806
 013094  0.11824  07329  0.00531  0.00000  000042  000042  000042  000000806
 014094  0.11901  07417  0.00580  0.00000  000042  000042  000042  000000806
 015094  0.16161  07365  0.00510  0.00000  000042  000042  000042  000000806
 016094  0.13074  07421  0.00622  0.00000  000042  000042  000042  000000806
 017094  0.15079  07403  0.00573  0.00000  000042  000042  000042  000000806
 018094  0.14220  07309  0.06104  0.00000  000135  000135  000135  000001486
 019094  0.19143  05529  0.03024  0.00000  000108  000108  000108  000001484
 020094  0.14751  05956  0.02025  0.00000  000091  000091  000091  000001112
 021094  0.14806  06186  0.02521  0.00000  000078  000078  000078  000000994
 022094  0.13228  06647  0.00615  0.00000  000076  000076  000076  000000982
 023094  0.24333  06746  0.01334  0.00000  000075  000075  000075  000000978
 024094  0.17844  06554  0.00817  0.00000  000075  000075  000075  000000976
 025094  0.20275  06580  0.02584  0.00000  000074  000074  000074  000000972
 026094  0.13556  06584  0.00803  0.00000  000074  000074  000074  000000972
 027094  0.15093  06535  0.00712  0.00000  000074  000074  000074  000000972
 028094  0.27580  06781  0.15253  0.00000  000074  000074  000074  000000972
 029094  0.14038  06656  0.01229  0.00000  000074  000074  000074  000000972
 030094  0.23341  05949  0.00950  0.00000  000081  000081  000081  000001086
 031094  0.25618  06191  0.01201  0.00000  000090  000090  000090  000001136
 032094  0.14345  06184  0.00901  0.00000  000087  000087  000087  000001108
 033094  0.23376  05718  0.02158  0.00000  000087  000087  000087  000001122
 034094  0.18934  06061  0.00894  0.00000  000086  000086  000086  000001102
 035094  0.14317  06263  0.00629  0.00000  000086  000086  000086  000001102
 036094  0.19081  06104  0.00824  0.00000  000086  000086  000086  000001102
 037094  0.20114  06166  0.00936  0.00000  000086  000086  000086  000001102
 038094  0.47359  05182  0.02067  0.00000  000124  000124  000124  000001484
 039094  0.47192  05176  0.01096  0.00000  000113  000113  000113  000001294
 040094  0.48351  05885  0.01725  0.00000  000113  000113  000113  000001294
 041094  0.39698  05039  0.05112  0.00000  000146  000146  000146  000001574
 042094  0.19786  05905  0.01488  0.00000  000124  000124  000124  000001302
 043094  0.29382  05698  0.02535  0.00000  000132  000132  000132  000001366
 044094  0.31966  04609  0.05091  0.00000  000210  000210  000210  000002072
 045094  0.16727  04904  0.01585  0.00000  000175  000175  000175  000001740
 046094  0.16070  05265  0.01110  0.00000  000173  000173  000173  000001726
 047094  0.25736  04451  0.02326  0.00000  000170  000170  000170  000001682
 048094  0.22209  05139  0.01732  0.00000  000170  000170  000170  000001682
 049094  0.16392  04796  0.01383  0.00000  000170  000170  000170  000001682
 050094  0.17020  05080  0.01383  0.00000  000170  000170  000170  000001682
 051094  0.20526  04839  0.01997  0.00000  000165  000165  000165  000001580
 052094  0.22859  04755  0.02333  0.00000  000162  000162  000162  000001548
 053094  0.15609  05243  0.00894  0.00000  000159  000159  000159  000001504
 054094  0.15239  05569  0.01124  0.00000  000166  000166  000166  000001514
 055094  0.24619  05581  0.01488  0.00000  000164  000164  000164  000001504
 056094  0.22070  05146  0.00964  0.00000  000162  000162  000162  000001494
 057094  0.14729  05982  0.00901  0.00000  000162  000162  000162  000001508
 058094  0.14953  06050  0.01187  0.00000  000161  000161  000161  000001488
 059094  0.13438  06220  0.00901  0.00000  000161  000161  000161  000001486
 060094  0.22286  06058  0.02633  0.00000  000160  000160  000160  000001482
 061094  0.34599  04544  0.03953  0.00000  000180  000180  000180  000001634
 062094  0.21316  04852  0.02340  0.00000  000172  000172  000172  000001610
 063094  0.16413  04467  0.01138  0.00000  000169  000169  000169  000001564
 064094  0.22712  04231  0.01704  0.00000  000169  000169  000169  000001564
 065094  0.25995  04564  0.02116  0.00000  000178  000178  000178  000001596
 066094  0.21651  04662  0.01774  0.00000  000173  000173  000173  000001574
 067094  0.17607  04554  0.01096  0.00000  000172  000172  000172  000001566
 068094  0.21679  04332  0.01648  0.00000  000171  000171  000171  000001560
 069094  0.16964  04963  0.01341  0.00000  000170  000170  000170  000001556
 070094  0.17300  05161  0.01592  0.00000  000180  000180  000180  000001592
 071094  0.28900  05063  0.06816  0.00000  000182  000182  000182  000001590
 072094  0.23425  04162  0.01711  0.00000  000175  000175  000175  000001544
 073094  0.21749  04848  0.01809  0.00000  000175  000175  000175  000001544
 074094  0.20743  04398  0.01348  0.00000  000175  000175  000175  000001558
 075094  0.21036  05175  0.01683  0.00000  000205  000205  000205  000001798
 076094  0.17209  04598  0.01767  0.00000  000205  000205  000205  000001768
 077094  0.23746  04347  0.02242  0.00000  000205  000205  000205  000001766
 078094  0.15449  04233  0.01180  0.00000  000203  000203  000203  000001742
 079094  0.16008  05062  0.01229  0.00000  000203  000203  000203  000001742
 080094  0.19067  04663  0.02200  0.00000  000201  000201  000201  000001716
 081094  0.16727  04417  0.01299  0.00000  000202  000202  000202  000001722
 082094  0.19563  04577  0.02095  0.00000  000200  000200  000200  000001694
 083094  0.25597  04518  0.03003  0.00000  000198  000198  000198  000001684
 084094  0.16545  04970  0.01243  0.00000  000197  000197  000197  000001678
 085094  0.15791  04860  0.01704  0.00000  000197  000197  000197  000001678
 086094  0.15400  04824  0.01152  0.00000  000197  000197  000197  000001692
 087094  0.23467  04765  0.02200  0.00000  000200  000200  000200  000001724
 088094  0.15121  04900  0.01180  0.00000  000199  000199  000199  000001704
 089094  0.20429  05141  0.01704  0.00000  000205  000205  000205  000001782
 090094  0.21567  04290  0.02200  0.00000  000200  000200  000200  000001682
 091094  0.14883  04993  0.01578  0.00000  000200  000200  000200  000001682
 092094  0.22349  05291  0.01194  0.00000  000201  000201  000201  000001700
 093094  0.18131  05181  0.01138  0.00000  000200  000200  000200  000001694
 094094  0.17956  05013  0.01907  0.00000  000209  000209  000209  000001728
 095094  0.37358  05176  0.01250  0.00000  000202  000202  000202  000001678
 096094  0.52227  05248  0.01250  0.00000  000200  000200  000200  000001652
 097094  0.41185  04438  0.02570  0.00000  000199  000199  000199  000001646
 098094  0.14373  04589  0.01152  0.00000  000198  000198  000198  000001656
 099094  0.21665  05240  0.02389  0.00000  000198  000198  000198  000001668
 100094  0.31729  05028  0.01180  0.00000  000196  000196  000196  000001672
 101094  0.38504  04746  0.01278  0.00000  000193  000193  000193  000001624
 102094  0.20519  05322  0.01627  0.00000  000199  000199  000199  000001644
 103094  0.20750  05230  0.02249  0.00000  000207  000207  000207  000001674
 104094  0.23222  05149  0.01620  0.00000  000200  000200  000200  000001626
 105094  0.21295  05254  0.02144  0.00000  000220  000220  000220  000001818
 106094  0.14080  05168  0.01271  0.00000  000212  000212  000212  000001810
 107094  0.16895  05079  0.02011  0.00000  000210  000210  000210  000001786
 108094  0.19067  05155  0.01634  0.00000  000208  000208  000208  000001760
 109094  0.17537  05217  0.01313  0.00000  000207  000207  000207  000001754
 110094  0.23250  04524  0.02389  0.00000  000206  000206  000206  000001734
 111094  0.23355  04596  0.01627  0.00000  000212  000212  000212  000001812
 112094  0.17495  05160  0.01537  0.00000  000207  000207  000207  000001710
 113094  0.37658  04423  0.04770  0.00000  000228  000228  000228  000001820
 114094  0.22824  04384  0.01627  0.00000  000215  000215  000215  000001760
 115094  0.21455  04890  0.01236  0.00000  000213  000213  000213  000001734
 116094  0.21371  05100  0.01292  0.00000  000212  000212  000212  000001714
 117094  0.16511  05056  0.01194  0.00000  000212  000212  000212  000001712
 118094  0.19081  05194  0.01124  0.00000  000211  000211  000211  000001720
 119094  0.21909  04804  0.01411  0.00000  000208  000208  000208  000001702
 120094  0.16720  04884  0.01271  0.00000  000206  000206  000206  000001692
 121094  0.16266  04690  0.01516  0.00000  000204  000204  000204  000001664
 122094  0.25380  04929  0.02570  0.00000  000223  000223  000223  000001780
 123094  0.21923  04194  0.01760  0.00000  000216  000216  000216  000001764
 124094  0.14827  04599  0.01236  0.00000  000214  000214  000214  000001766
 125094  0.15896  05139  0.01243  0.00000  000213  000213  000213  000001762
 126094  0.16713  04399  0.01662  0.00000  000213  000213  000213  000001762
 127094  0.16469  05087  0.01669  0.00000  000213  000213  000213  000001762
 128094  0.23062  05137  0.01194  0.00000  000213  000213  000213  000001762
 129094  0.26421  04955  0.01467  0.00000  000213  000213  000213  000001762
 130094  0.14387  04993  0.01208  0.00000  000212  000212  000212  000001756
 131094  0.22000  04637  0.01194  0.00000  000213  000213  000213  000001788
 132094  0.17125  05053  0.01585  0.00000  000211  000211  000211  000001762
 133094  0.22433  05078  0.01760  0.00000  000209  000209  000209  000001752
 134094  0.15742  05086  0.01222  0.00000  000206  000206  000206  000001720
 135094  0.30493  04939  0.02766  0.00000  000206  000206  000206  000001734
 136094  0.24710  04858  0.02724  0.00000  000204  000204  000204  000001708
 137094  0.17977  04998  0.01516  0.00000  000202  000202  000202  000001666
 138094  0.19716  05189  0.01648  0.00000  000201  000201  000201  000001662
 139094  0.23159  05118  0.01306  0.00000  000200  000200  000200  000001670
 140094  0.21672  04989  0.02605  0.00000  000198  000198  000198  000001654
 141094  0.16636  04144  0.01103  0.00000  000194  000194  000194  000001606
 142094  0.15442  05198  0.01285  0.00000  000199  000199  000199  000001692
 143094  0.16769  04801  0.01355  0.00000  000195  000195  000195  000001622
 144094  0.20848  04396  0.01823  0.00000  000198  000198  000198  000001626
 145094  0.21295  05082  0.02025  0.00000  000208  000208  000208  000001700
 146094  0.22356  04816  0.02500  0.00000  000193  000193  000193  000001572
 147094  0.23201  04368  0.02102  0.00000  000193  000193  000193  000001586
 148094  0.16552  04682  0.01299  0.00000  000193  000193  000193  000001586
 149094  0.16378  05286  0.01097  0.00000  000194  000194  000194  000001604
 150094  0.22761  04961  0.03003  0.00000  000192  000192  000192  000001580
 151094  0.15253  05156  0.01131  0.00000  000192  000192  000192  000001578
 152094  0.18424  05246  0.01299  0.00000  000187  000187  000187  000001506
 153094  0.52269  05374  0.01285  0.00000  000186  000186  000186  000001516
 154094  0.28006  04646  0.02060  0.00000  000186  000186  000186  000001516
 155094  0.16462  04715  0.01062  0.00000  000186  000186  000186  000001486
 156094  0.54106  04517  0.01774  0.00000  000185  000185  000185  000001482
 157094  0.47708  04381  0.02095  0.00000  000185  000185  000185  000001482
 158094  0.36066  05000  0.02032  0.00000  000185  000185  000185  000001480
 159094  0.26777  04745  0.02235  0.00000  000185  000185  000185  000001494
 160094  0.32574  04019  0.02954  0.00000  000220  000220  000220  000001726
 161094  0.20889  04329  0.01474  0.00000  000213  000213  000213  000001680
 162094  0.25422  04785  0.03052  0.00000  000214  000214  000214  000001698
 163094  0.24326  04395  0.01949  0.00000  000212  000212  000212  000001684
 164094  0.14227  05019  0.01467  0.00000  000209  000209  000209  000001670
 165094  0.19067  04928  0.01390  0.00000  000218  000218  000218  000001710
 166094  0.16308  04974  0.01725  0.00000  000216  000216  000216  000001682
 167094  0.15987  05042  0.01341  0.00000  000213  000213  000213  000001664
 168094  0.24277  05064  0.02067  0.00000  000212  000212  000212  000001660
 169094  0.17363  05079  0.01411  0.00000  000211  000211  000211  000001652
 170094  0.21518  05157  0.01278  0.00000  000209  000209  000209  000001642
 171094  0.16259  05118  0.01529  0.00000  000210  000210  000210  000001660
 172094  0.24088  04765  0.02053  0.00000  000209  000209  000209  000001656
 173094  0.16273  05180  0.01278  0.00000  000209  000209  000209  000001656
 174094  0.23585  05071  0.03716  0.00000  000220  000220  000220  000001714
 175094  0.13773  04535  0.01180  0.00000  000210  000210  000210  000001660
 176094  0.24200  04430  0.02200  0.00000  000208  000208  000208  000001636
 177094  0.32567  04673  0.02905  0.00000  000219  000219  000219  000001706
 178094  0.21260  04115  0.03583  0.00000  000223  000223  000223  000001750
 179094  0.15770  04621  0.01383  0.00000  000220  000220  000220  000001736
 180094  0.16629  04460  0.01194  0.00000  000217  000217  000217  000001676
 181094  0.25855  04766  0.05399  0.00000  000217  000217  000217  000001676
 182094  0.16015  04499  0.01676  0.00000  000217  000217  000217  000001674
 183094  0.23613  04262  0.03052  0.00000  000215  000215  000215  000001648
 184094  0.23578  04418  0.01557  0.00000  000214  000214  000214  000001644
 185094  0.21127  04624  0.02144  0.00000  000213  000213  000213  000001638
 186094  0.15938  05110  0.01341  0.00000  000212  000212  000212  000001632
 187094  0.24675  04531  0.02996  0.00000  000212  000212  000212  000001630
 188094  0.24486  04933  0.02773  0.00000  000207  000207  000207  000001574
 189094  0.24291  04449  0.02137  0.00000  000206  000206  000206  000001552
 190094  0.21714  04382  0.01488  0.00000  000204  000204  000204  000001540
 191094  0.23432  04783  0.02333  0.00000  000203  000203  000203  000001534
 192094  0.19444  04132  0.02528  0.00000  000214  000214  000214  000001600
 193094  0.17167  04637  0.01152  0.00000  000211  000211  000211  000001556
 194094  0.18124  04823  0.01432  0.00000  000211  000211  000211  000001568
 195094  0.15763  04066  0.01110  0.00000  000210  000210  000210  000001564
 196094  0.23956  04987  0.02088  0.00000  000210  000210  000210  000001564
 197094  0.23571  04916  0.01313  0.00000  000211  000211  000211  000001580
 198094  0.24032  04832  0.02577  0.00000  000207  000207  000207  000001542
 199094  0.24626  04137  0.02808  0.00000  000204  000204  000204  000001514
 200094  0.26002  05185  0.01760  0.00000  000205  000205  000205  000001532
 201094  0.21036  05087  0.02039  0.00000  000212  000212  000212  000001538
 202094  0.15658  04913  0.01208  0.00000  000204  000204  000204  000001512
 203094  0.16748  05112  0.01725  0.00000  000204  000204  000204  000001526
 204094  0.22859  05072  0.01949  0.00000  000202  000202  000202  000001516
 205094  0.16895  05144  0.01802  0.00000  000203  000203  000203  000001534
 206094  0.17230  05166  0.01348  0.00000  000201  000201  000201  000001510
 207094  0.23774  04565  0.03003  0.00000  000200  000200  000200  000001504
 208094  0.18452  05143  0.01278  0.00000  000200  000200  000200  000001504
 209094  0.15672  04918  0.01697  0.00000  000199  000199  000199  000001498
 210094  0.52115  04786  0.02193  0.00000  000198  000198  000198  000001492
 211094  0.52940  04521  0.01439  0.00000  000198  000198  000198  000001492
 212094  0.19563  05020  0.01718  0.00000  000211  000211  000211  000001586
 213094  0.20582  04474  0.01208  0.00000  000203  000203  000203  000001522
 214094  0.51452  04721  0.01711  0.00000  000203  000203  000203  000001522
 215094  0.21679  04475  0.02773  0.00000  000202  000202  000202  000001514
 216094  0.20980  05057  0.01194  0.00000  000200  000200  000200  000001504
 217094  0.16985  04513  0.01229  0.00000  000201  000201  000201  000001522
 218094  0.16496  05193  0.01390  0.00000  000200  000200  000200  000001518
 219094  0.16650  05223  0.01292  0.00000  000200  000200  000200  000001518
 220094  0.17146  05190  0.01634  0.00000  000200  000200  000200  000001518
 221094  0.16119  04692  0.01278  0.00000  000199  000199  000199  000001512
 222094  0.16846  04704  0.02060  0.00000  000198  000198  000198  000001492
 223094  0.15351  05188  0.01138  0.00000  000198  000198  000198  000001492
 224094  0.14653  05105  0.01131  0.00000  000198  000198  000198  000001492
 225094  0.22852  04815  0.02053  0.00000  000199  000199  000199  000001522
 226094  0.21763  04213  0.01208  0.00000  000194  000194  000194  000001464
 227094  0.15365  05238  0.01096  0.00000  000192  000192  000192  000001470
 228094  0.23180  05174  0.02347  0.00000  000191  000191  000191  000001462
 229094  0.29298  04299  0.02465  0.00000  000188  000188  000188  000001460
 230094  0.17928  04346  0.01564  0.00000  000187  000187  000187  000001454
 231094  0.14359  04847  0.01187  0.00000  000187  000187  000187  000001468
 232094  0.15470  04769  0.01173  0.00000  000183  000183  000183  000001400
 233094  0.16308  05310  0.01439  0.00000  000179  000179  000179  000001364
 234094  0.15714  05095  0.01076  0.00000  000178  000178  000178  000001344
 235094  0.16476  05113  0.00992  0.00000  000178  000178  000178  000001344
 236094  0.21812  04898  0.02004  0.00000  000176  000176  000176  000001318
 237094  0.22286  04436  0.03010  0.00000  000186  000186  000186  000001386
 238094  0.22873  04543  0.02486  0.00000  000180  000180  000180  000001354
 239094  0.15875  04626  0.01103  0.00000  000178  000178  000178  000001330
 240094  0.18599  05181  0.01432  0.00000  000176  000176  000176  000001304
 241094  0.17391  04954  0.01236  0.00000  000176  000176  000176  000001302
 242094  0.19500  04603  0.01578  0.00000  000174  000174  000174  000001290
 243094  0.21888  04642  0.01138  0.00000  000173  000173  000173  000001286
 244094  0.27776  04602  0.01746  0.00000  000173  000173  000173  000001300
 245094  0.15770  04782  0.00901  0.00000  000172  000172  000172  000001280
 246094  0.22643  05194  0.02912  0.00000  000172  000172  000172  000001280
 247094  0.21721  04562  0.01900  0.00000  000172  000172  000172  000001280
 248094  0.26016  04245  0.02088  0.00000  000172  000172  000172  000001280
 249094  0.21441  04518  0.01488  0.00000  000171  000171  000171  000001274
 250094  0.17174  04487  0.01376  0.00000  000171  000171  000171  000001286
 251094  0.18990  04731  0.01858  0.00000  000170  000170  000170  000001278
 252094  0.20478  04458  0.01138  0.00000  000166  000166  000166  000001244
 253094  0.21316  05053  0.02619  0.00000  000166  000166  000166  000001240
 254094  0.20575  04863  0.01369  0.00000  000163  000163  000163  000001226
 255094  0.14702  05457  0.01034  0.00000  000164  000164  000164  000001244
 256094  0.15260  05585  0.00992  0.00000  000162  000162  000162  000001220
 257094  0.17768  05614  0.01145  0.00000  000162  000162  000162  000001218
 258094  0.15372  05351  0.01068  0.00000  000161  000161  000161  000001214
 259094  0.20121  04929  0.01760  0.00000  000161  000161  000161  000001214
 260094  0.19081  04725  0.01089  0.00000  000161  000161  000161  000001214
 261094  0.16078  05583  0.01369  0.00000  000161  000161  000161  000001214
 262094  0.15987  05562  0.00866  0.00000  000161  000161  000161  000001214
 263094  0.24228  05142  0.03003  0.00000  000161  000161  000161  000001214
 264094  0.19618  05372  0.01082  0.00000  000162  000162  000162  000001232
 265094  0.19856  05280  0.01551  0.00000  000159  000159  000159  000001202
 266094  0.23229  05144  0.02577  0.00000  000159  000159  000159  000001214
 267094  0.17481  05337  0.00971  0.00000  000156  000156  000156  000001184
 268094  0.50020  05678  0.01292  0.00000  000156  000156  000156  000001184
 269094  0.20945  05672  0.01187  0.00000  000156  000156  000156  000001184
 270094  0.43637  05451  0.03052  0.00000  000157  000157  000157  000001200
 271094  0.51354  05495  0.01341  0.00000  000156  000156  000156  000001210
 272094  0.54434  05625  0.00901  0.00000  000154  000154  000154  000001200
 273094  0.28432  05087  0.02032  0.00000  000154  000154  000154  000001200
 274094  0.27168  04655  0.02186  0.00000  000155  000155  000155  000001218
 275094  0.20436  05222  0.01103  0.00000  000154  000154  000154  000001214
 276094  0.22992  05482  0.02472  0.00000  000154  000154  000154  000001214
 277094  0.17998  05618  0.01334  0.00000  000153  000153  000153  000001208
 278094  0.20387  05628  0.00957  0.00000  000153  000153  000153  000001208
 279094  0.16496  05594  0.00943  0.00000  000153  000153  000153  000001208
 280094  0.15931  05703  0.00901  0.00000  000153  000153  000153  000001208
 281094  0.19863  05609  0.01285  0.00000  000153  000153  000153  000001208
 282094  0.20030  05144  0.02095  0.00000  000153  000153  000153  000001206
 283094  0.14716  04636  0.00943  0.00000  000151  000151  000151  000001180
 284094  0.21888  05319  0.02039  0.00000  000148  000148  000148  000001134
 285094  0.16189  05008  0.01250  0.00000  000147  000147  000147  000001130
 286094  0.15554  05536  0.01096  0.00000  000148  000148  000148  000001148
 287094  0.15274  05453  0.00803  0.00000  000147  000147  000147  000001144
 288094  0.19255  04960  0.01034  0.00000  000147  000147  000147  000001144
 289094  0.23969  04672  0.02458  0.00000  000146  000146  000146  000001138
 290094  0.19276  05083  0.01613  0.00000  000146  000146  000146  000001136
 291094  0.17321  05392  0.01285  0.00000  000154  000154  000154  000001166
 292094  0.13738  05724  0.00999  0.00000  000151  000151  000151  000001154
 293094  0.16322  05582  0.01013  0.00000  000153  000153  000153  000001164
 294094  0.23278  05569  0.04498  0.00000  000151  000151  000151  000001154
 295094  0.20848  05235  0.01725  0.00000  000151  000151  000151  000001154
 296094  0.15980  04975  0.00950  0.00000  000151  000151  000151  000001154
 297094  0.18215  05604  0.01222  0.00000  000151  000151  000151  000001154
 298094  0.17300  05561  0.00922  0.00000  000151  000151  000151  000001152
 299094  0.14897  05641  0.00915  0.00000  000148  000148  000148  000001108
 300094  0.21267  05613  0.01432  0.00000  000148  000148  000148  000001108
 301094  0.16839  05542  0.01006  0.00000  000148  000148  000148  000001108
 302094  0.17740  05648  0.01425  0.00000  000148  000148  000148  000001120
 303094  0.21763  05585  0.01152  0.00000  000146  000146  000146  000001094
 304094  0.16504  05652  0.00999  0.00000  000145  000145  000145  000001090
 305094  0.13836  05234  0.00761  0.00000  000145  000145  000145  000001090
 306094  0.15351  05465  0.00901  0.00000  000145  000145  000145  000001104
 307094  0.21993  05170  0.01662  0.00000  000144  000144  000144  000001082
 308094  0.18452  04748  0.01488  0.00000  000145  000145  000145  000001114
 309094  0.15672  04735  0.00901  0.00000  000142  000142  000142  000001086
 310094  0.17118  05741  0.01034  0.00000  000142  000142  000142  000001086
 311094  0.16587  05759  0.01194  0.00000  000142  000142  000142  000001098
 312094  0.17844  05701  0.01013  0.00000  000138  000138  000138  000001058
 313094  0.14967  05710  0.00901  0.00000  000137  000137  000137  000001068
 314094  0.15065  05753  0.01145  0.00000  000136  000136  000136  000001064
 315094  0.20897  04887  0.01320  0.00000  000136  000136  000136  000001064
 316094  0.17027  05215  0.01243  0.00000  000136  000136  000136  000001076
 317094  0.14723  05696  0.01187  0.00000  000133  000133  000133  000001046
 318094  0.19702  05532  0.01327  0.00000  000134  000134  000134  000001064
 319094  0.16028  05819  0.01013  0.00000  000132  000132  000132  000001040
 320094  0.15994  05796  0.01152  0.00000  000133  000133  000133  000001058
 321094  0.21560  05766  0.03199  0.00000  000131  000131  000131  000001048
 322094  0.18494  05481  0.01376  0.00000  000130  000130  000130  000001028
 323094  0.30046  04703  0.03290  0.00000  000139  000139  000139  000001064
 324094  0.23362  05313  0.00901  0.00000  000146  000146  000146  000001104
 325094  0.36443  04914  0.03737  0.00000  000143  000143  000143  000001092
 326094  0.58241  04640  0.01103  0.00000  000142  000142  000142  000001086
 327094  0.62424  04740  0.02137  0.00000  000142  000142  000142  000001100
 328094  0.25576  04405  0.01034  0.00000  000141  000141  000141  000001094
 329094  0.31394  04284  0.02235  0.00000  000141  000141  000141  000001094
 330094  0.23131  04692  0.01585  0.00000  000142  000142  000142  000001112
 331094  0.26302  04933  0.01418  0.00000  000139  000139  000139  000001082
 332094  0.21127  04628  0.00985  0.00000  000139  000139  000139  000001082
 333094  0.19178  04809  0.01271  0.00000  000138  000138  000138  000001072
 334094  0.18676  04942  0.01495  0.00000  000136  000136  000136  000001064
 335094  0.21644  04638  0.01292  0.00000  000135  000135  000135  000001058
 336094  0.24228  04152  0.02018  0.00000  000134  000134  000134  000001052
 337094  0.14772  04933  0.01131  0.00000  000134  000134  000134  000001052
 338094  0.23648  05682  0.02277  0.00000  000134  000134  000134  000001052
 339094  0.14974  04020  0.01474  0.00000  000164  000164  000164  000001292
 340094  0.16881  05123  0.01131  0.00000  000154  000154  000154  000001216
 341094  0.20938  05163  0.01145  0.00000  000153  000153  000153  000001208
 342094  0.19060  05512  0.01222  0.00000  000151  000151  000151  000001184
 343094  0.23453  05643  0.01439  0.00000  000151  000151  000151  000001184
 344094  0.14716  05495  0.00901  0.00000  000151  000151  000151  000001184
 345094  0.15651  05367  0.01571  0.00000  000151  000151  000151  000001184
 346094  0.13486  05502  0.00950  0.00000  000150  000150  000150  000001174
 347094  0.16336  05228  0.00943  0.00000  000148  000148  000148  000001166
 348094  0.22091  05530  0.01725  0.00000  000148  000148  000148  000001166
 349094  0.21993  04681  0.01558  0.00000  000147  000147  000147  000001160
 350094  0.16406  05301  0.01145  0.00000  000146  000146  000146  000001138
 351094  0.21455  05757  0.01376  0.00000  000145  000145  000145  000001134
 352094  0.15302  05696  0.01194  0.00000  000145  000145  000145  000001134
 353094  0.23865  05467  0.01418  0.00000  000145  000145  000145  000001134
 354094  0.20561  04766  0.01529  0.00000  000145  000145  000145  000001134
 355094  0.19996  04466  0.01613  0.00000  000145  000145  000145  000001134
 356094  0.17705  05700  0.01348  0.00000  000145  000145  000145  000001134
 357094  0.16964  05689  0.01194  0.00000  000144  000144  000144  000001128
 358094  0.19143  05769  0.01334  0.00000  000144  000144  000144  000001128
 359094  0.22286  05303  0.01369  0.00000  000144  000144  000144  000001128
 360094  0.17754  05577  0.01243  0.00000  000144  000144  000144  000001128
 361094  0.21288  05431  0.02011  0.00000  000144  000144  000144  000001128
 362094  0.23103  04722  0.01746  0.00000  000145  000145  000145  000001146
 363094  0.14751  04832  0.00873  0.00000  000142  000142  000142  000001102
 364094  0.21225  05094  0.01529  0.00000  000142  000142  000142  000001102
 365094  0.23837  04736  0.02109  0.00000  000141  000141  000141  000001096
 366094  0.37372  04689  0.01606  0.00000  000141  000141  000141  000001096
 367094  0.37959  05181  0.01564  0.00000  000141  000141  000141  000001096
 368094  0.16650  05708  0.00999  0.00000  000141  000141  000141  000001096
 369094  0.16413  05362  0.00915  0.00000  000141  000141  000141  000001096
 370094  0.17432  05408  0.01138  0.00000  000142  000142  000142  000001114
 371094  0.17062  05682  0.01278  0.00000  000140  000140  000140  000001090
 372094  0.17425  05611  0.01083  0.00000  000140  000140  000140  000001090
 373094  0.18794  05577  0.01180  0.00000  000140  000140  000140  000001090
 374094  0.20924  05690  0.01215  0.00000  000140  000140  000140  000001090
 375094  0.17097  05685  0.01320  0.00000  000140  000140  000140  000001090
 376094  0.24263  05693  0.01229  0.00000  000140  000140  000140  000001090
 377094  0.13961  05756  0.00964  0.00000  000140  000140  000140  000001090
 378094  0.16531  05305  0.01529  0.00000  000147  000147  000147  000001116
 379094  0.18773  05156  0.01732  0.00000  000144  000144  000144  000001086
 380094  0.19926  05076  0.01662  0.00000  000143  000143  000143  000001080
 381094  0.19723  05458  0.01110  0.00000  000142  000142  000142  000001074
 382094  0.20519  05801  0.00985  0.00000  000142  000142  000142  000001072
 383094  0.15016  05823  0.00894  0.00000  000141  000141  000141  000001068
 384094  0.20086  05371  0.01397  0.00000  000141  000141  000141  000001068
 385094  0.33356  05490  0.02144  0.00000  000141  000141  000141  000001068
 386094  0.23041  05011  0.01292  0.00000  000140  000140  000140  000001060
 387094  0.13696  05758  0.00859  0.00000  000139  000139  000139  000001056
 388094  0.14331  05727  0.00894  0.00000  000139  000139  000139  000001056
 389094  0.15749  05305  0.00726  0.00000  000139  000139  000139  000001056
 390094  0.19269  05651  0.01376  0.00000  000139  000139  000139  000001070
 391094  0.17460  05693  0.01111  0.00000  000139  000139  000139  000001070
 392094  0.14876  05832  0.00894  0.00000  000139  000139  000139  000001070
 393094  0.15232  05807  0.00817  0.00000  000139  000139  000139  000001068
 394094  0.17020  05773  0.01145  0.00000  000138  000138  000138  000001064
 395094  0.19479  04905  0.01620  0.00000  000138  000138  000138  000001078
 396094  0.20743  04903  0.01690  0.00000  000137  000137  000137  000001070
 397094  0.23942  05516  0.02584  0.00000  000136  000136  000136  000001066
 398094  0.15938  05524  0.01145  0.00000  000136  000136  000136  000001066
